x	y
721.71	2.99978356102736
723.83	3.34542233891955
725.95	3.43226311195596
728.08	3.28160912402002
730.2	2.98008621475184
732.32	2.64444502611559
734.44	2.3746796959863
736.56	2.22086809785786
738.67	2.17670620803438
740.79	2.17998234626365
742.91	2.13468547157307
745.02	1.94928351428091
747.14	1.57626576118804
749.25	1.05658499574799
751.36	0.553976719171893
753.47	0.364152349364178
755.58	0.883254937597608
757.69	2.52836437571097
759.8	5.61874587333946
761.91	10.2409610652122
764.02	16.1449196664034
766.12	22.7158588111525
768.23	29.0491212120998
770.33	34.1251536056321
772.44	37.0452288742398
774.54	37.2650504160037
776.64	34.7465944416484
778.74	29.9825462173442
780.84	23.875332834735
782.94	17.5008263727116
785.04	11.8399477754327
787.14	7.55254330476175
789.23	4.86801115327982
791.33	3.61290787530484
793.42	3.34654810021487
795.52	3.55126978892957
797.61	3.80034289031893
799.7	3.8543324533095
801.8	3.67239315283049
803.89	3.35186996482793
805.98	3.03638634915266
808.06	2.84076121501047
810.15	2.81456187790883
812.24	2.94336734363414
814.33	3.18055896698501
816.41	3.47721028391059
818.49	3.79373420297598
820.58	4.10176438191667
822.66	4.37092542771236
824.74	4.5596523999885
826.82	4.62460094460092
828.9	4.53322507575714
830.98	4.28169970032915
833.06	3.90656733273768
835.14	3.47853441208033
837.22	3.08573068716934
839.29	2.80706288250547
841.37	2.69265721060524
843.44	2.75275028460073
845.51	2.9556061014769
847.59	3.24372214277076
849.66	3.54438038006671
851.73	3.78357865378931
853.8	3.90364532686805
855.87	3.86704239867213
857.93	3.66519836585034
860	3.32529783744697
862.07	2.90333447126132
864.13	2.47266879725848
866.2	2.11184952767704
868.26	1.88139300408951
870.32	1.8065794063693
872.39	1.8753813447453
874.45	2.03994352247968
876.51	2.23330481984409
878.57	2.39258689173101
880.62	2.47443625006411
882.68	2.4679214667622
884.74	2.39107398607142
886.8	2.27908619107046
888.85	2.17456996305296
890.9	2.10893078091513
892.96	2.09717614489572
895.01	2.13767079043969
897.06	2.21327479249674
899.11	2.29945508372877
901.16	2.37217111775503
903.21	2.41589327972881
905.26	2.42185834294731
907.31	2.3925937301403
909.36	2.33668546805273
911.4	2.26145372029591
913.45	2.1729973953862
915.49	2.07055447718654
917.53	1.94993208535935
919.58	1.80685208723819
921.62	1.64374070774473
923.66	1.47378808183864
925.7	1.31705578167291
927.74	1.19871588257135
929.77	1.13646274742003
931.81	1.13093447009393
933.85	1.16898957483567
935.88	1.22195321783466
937.92	1.2560793257305
939.95	1.24768904145843
941.99	1.18402547325551
944.02	1.06955188859446
946.05	0.922675608931742
948.08	0.764532577466607
950.11	0.618196973864438
952.14	0.500484310108548
954.17	0.422960089588126
956.19	0.3946859552485
958.22	0.418610163795689
960.25	0.492814469914878
962.27	0.606588128421812
964.3	0.738636461538652
966.32	0.861161563708208
968.34	0.945752770476714
970.36	0.971738260786452
972.38	0.935621255723142
974.4	0.850971671701218
976.42	0.744662028430635
978.44	0.648806977642681
980.46	0.585323989264078
982.47	0.557796886627548
984.49	0.551522813886651
986.5	0.540382096460775
988.52	0.503459314887571
990.53	0.44242099122552
992.54	0.393748910107428
994.55	0.426192455183841
996.56	0.622647520558639
998.57	1.05277739560601
1000.58	1.74087578177519
1002.59	2.64704261985122
1004.6	3.66275373072815
1006.6	4.63417971516912
1008.61	5.40211708396287
1010.61	5.83672721058468
1012.62	5.87608438417828
1014.62	5.53616442494248
1016.62	4.89687293828308
1018.63	4.08000876372298
1020.63	3.21575174887434
1022.63	2.4192305211029
1024.63	1.77670085568091
1026.62	1.34506048873461
1028.62	1.15468197620991
1030.62	1.2121752250604
1032.61	1.49997571531557
1034.61	1.97118296582133
1036.6	2.5514866773286
1038.6	3.14346558100038
1040.59	3.64259825718514
1042.58	3.96102249854005
1044.57	4.04680168708461
1046.56	3.89380462415921
1048.55	3.54246423223289
1050.54	3.06582656548431
1052.52	2.54354173941676
1054.51	2.04442149418266
1056.5	1.61243410787661
1058.48	1.25939546229114
1060.47	0.972839131661723
1062.45	0.731435292591127
1064.43	0.517163622958434
1066.41	0.325517292951669
1068.4	0.178374804884514
1070.38	0.122702811329424
1072.35	0.221655390767224
1074.33	0.545207394879277
1076.31	1.14845632092593
1078.29	2.04354454104622
1080.26	3.18206769053353
1082.24	4.44590677932427
1084.21	5.65514958211948
1086.19	6.60380102437845
1088.16	7.10657340812474
1090.13	7.05368477009088
1092.1	6.45003226248277
1094.07	5.4210451358912
1096.04	4.18711622937929
1098.01	3.00416046115493
1099.98	2.09185429800868
1101.95	1.57839105059913
1103.91	1.48106199708024
1105.88	1.72479967955269
1107.84	2.19367811679161
1109.81	2.79305479779816
1111.77	3.48966164719507
1113.73	4.30848655081524
1115.7	5.29904664813338
1117.66	6.47782159026158
1119.62	7.77408798881848
1121.57	9.02406482480303
1123.53	10.0040033625917
1125.49	10.4994636186558
1127.45	10.3863738531548
1129.4	9.67813000714472
1131.36	8.52522604264516
1133.31	7.16219083107746
1135.27	5.82358995333049
1137.22	4.66907817291182
1139.17	3.74488119709157
1141.12	2.99878454079342
1143.07	2.33903344293149
1145.02	1.70091415247109
1146.97	1.09191599657236
1148.92	0.596456787141217
1150.87	0.328991177792687
1152.81	0.369555870916924
1154.76	0.712500899224164
1156.7	1.25283370434666
1158.65	1.83042393432607
1160.59	2.30910006219239
1162.53	2.66200907959844
1164.47	3.02280986905679
1166.41	3.66639918792657
1168.35	4.92659687495867
1170.29	7.07088473685865
1172.23	10.1707993024484
1174.17	14.0312092523683
1176.11	18.2039915784847
1178.04	22.0922050565336
1179.98	25.116485626768
1181.91	26.8901415952507
1183.85	27.3366361265649
1185.78	26.7015096206583
1187.71	25.4641817357838
1189.64	24.1609702320115
1191.57	23.1946381253813
1193.5	22.704201137074
1195.43	22.5262960452915
1197.36	22.2795774702953
1199.29	21.5269564831426
1201.21	19.9491354429018
1203.14	17.47640068982
1205.06	14.3170858672624
1206.99	10.8821769864998
1208.91	7.64794639126445
1210.83	5.00510292240814
1212.75	3.1532737605265
1214.68	2.0785644773194
1216.6	1.60436193154272
1218.52	1.48360719655279
1220.43	1.49413257132539
1222.35	1.49810478327552
1224.27	1.45140435169349
1226.19	1.37652463269717
1228.1	1.31537954431821
1230.02	1.2916032631888
1231.93	1.29946195225737
1233.84	1.31013533888834
1235.76	1.29267472255399
1237.67	1.23561861693711
1239.58	1.15275403416959
1241.49	1.07730597197338
1243.4	1.05326351066055
1245.31	1.12178505192495
1247.21	1.31041591896475
1249.12	1.63057041626416
1251.03	2.07780403918224
1252.93	2.63212216734995
1254.84	3.26590451184264
1256.74	3.95315361020725
1258.64	4.67317424211234
1260.55	5.41609162198909
1262.45	6.17532780657866
1264.35	6.93483622874978
1266.25	7.65808890833569
1268.15	8.28003044406102
1270.05	8.72553980932232
1271.94	8.93970151763489
1273.84	8.92980969463517
1275.74	8.80182710592964
1277.63	8.751341656787
1279.53	9.02034776973419
1281.42	9.81461836469808
1283.31	11.2082834486256
1285.21	13.0934607315837
1287.1	15.1989374774304
1288.99	17.1890671140181
1290.88	18.8204991390824
1292.77	20.0952609093412
1294.66	21.3343605765113
1296.54	23.1251840653611
1298.43	26.1350641931565
1300.32	30.8403867022066
1302.2	37.2751361211647
1304.09	44.8940371094231
1305.97	52.6207211166532
1307.85	59.0895449819699
1309.73	63.0110396436268
1311.62	63.531860648326
1313.5	60.4761919718604
1315.38	54.3904373324474
1317.26	46.3514559451285
1319.13	37.6466306936652
1321.01	29.4302239266813
1322.89	22.4558196959137
1324.77	17.0020204536534
1326.64	12.9619321505699
1328.52	10.0384503771872
1330.39	7.96454660349012
1332.26	6.62664209112735
1334.14	6.062209890654
1336.01	6.35733959265136
1337.88	7.50303226276421
1339.75	9.32398248077987
1341.62	11.530862962396
1343.49	13.8779850945965
1345.35	16.3596973114769
1347.22	19.3204005266123
1349.09	23.3803555869929
1350.95	29.1776812152573
1352.82	37.0058637082424
1354.68	46.485575611705
1356.54	56.4546535027848
1358.41	65.166594588211
1360.27	70.7430834381797
1362.13	71.7612641768864
1363.99	67.7485267617021
1365.85	59.3688068241766
1367.71	48.2489715737925
1369.57	36.4915382681603
1371.42	26.0499217680077
1373.28	18.2105028120067
1375.14	13.3428816541995
1376.99	10.9733655221317
1378.84	10.1228682806217
1380.7	9.74132542167253
1382.55	9.06709183550396
1384.4	7.80458976240832
1386.25	6.08552018135187
1388.1	4.27978013419087
1389.95	2.77004991007708
1391.8	1.78038739824262
1393.65	1.3156942628562
1395.5	1.2123340604078
1397.35	1.24137568503248
1399.19	1.21577754951686
1401.04	1.05430620168793
1402.88	0.779633355437435
1404.73	0.480917159869651
1406.57	0.252167830447265
1408.41	0.142826923171716
1410.25	0.145403659125609
1412.09	0.206530557837648
1413.93	0.261443668813021
1415.77	0.268472334820844
1417.61	0.230653809352941
1419.45	0.194583839044515
1421.29	0.226627786256415
1423.12	0.386570662670997
1424.96	0.69962854490665
1426.79	1.14305595684058
1428.63	1.65602050741956
1430.46	2.160179730974
1432.29	2.5844993558002
1434.12	2.88992003855024
1435.96	3.07500309127696
1437.79	3.16761192792886
1439.62	3.21219527745345
1441.44	3.24393007958549
1443.27	3.27897201978668
1445.1	3.31249648071797
1446.93	3.32101333087387
1448.75	3.28132438875086
1450.58	3.18320945881392
1452.4	3.03499639348266
1454.23	2.86645975873905
1456.05	2.72199430510269
1457.87	2.64317042868859
1459.69	2.65955081606184
1461.51	2.7828099828093
1463.33	2.99743064004433
1465.15	3.27050667300718
1466.97	3.56284768244437
1468.79	3.83274211394486
1470.61	4.05386642864958
1472.42	4.22067341684338
1474.24	4.34785691660075
1476.05	4.47377170430008
1477.87	4.65195922551326
1479.68	4.94292386329228
1481.49	5.4055190102905
1483.31	6.08566742108323
1485.12	7.01191416812523
1486.93	8.20403113312038
1488.74	9.69248534103274
1490.55	11.5503387118216
1492.36	13.9246165496317
1494.16	17.0444215047145
1495.97	21.1867607405683
1497.78	26.5928247752164
1499.58	33.3442599025579
1501.39	41.2333558252068
1503.19	49.6863539946185
1504.99	57.7808116947605
1506.8	64.380922133129
1508.6	68.3820733858711
1510.4	68.9935153406423
1512.2	65.9690437505025
1514	59.7164454098884
1515.8	51.2270161945518
1517.6	41.8355136647603
1519.39	32.8956182345754
1521.19	25.4619243114863
1522.99	20.0774813744998
1524.78	16.7276368152206
1526.58	14.9586038488116
1528.37	14.1013338556542
1530.16	13.5124475486518
1531.96	12.7582102441063
1533.75	11.6853112755106
1535.54	10.3784060212532
1537.33	9.0482930702499
1539.12	7.90486072453413
1540.91	7.0670996757617
1542.69	6.53584596191212
1544.48	6.22612361620017
1546.27	6.02636019590348
1548.05	5.85577103044232
1549.84	5.69536306962258
1551.62	5.57877699243546
1553.41	5.56000275562812
1555.19	5.67967033481843
1556.97	5.93959454234903
1558.76	6.30170277142689
1560.54	6.71488082389134
1562.32	7.1361637102782
1564.1	7.54428131859853
1565.87	7.94477087517417
1567.65	8.34382379578732
1569.43	8.72199807003387
1571.21	9.02404102958168
1572.98	9.15927741380994
1574.76	9.0288455671203
1576.53	8.56794671394605
1578.31	7.78198713926771
1580.08	6.76051211292403
1581.85	5.66492700857941
1583.62	4.68631262343093
1585.39	3.99116293005487
1587.16	3.67965985480477
1588.93	3.76190352630293
1590.7	4.16687460908
1592.47	4.77859931142839
1594.24	5.47329736419859
1596	6.15109217841342
1597.77	6.75438766032888
1599.54	7.25737617408015
1601.3	7.64681165897776
1603.06	7.90469692215928
1604.83	7.9985756278148
1606.59	7.88839422832132
1608.35	7.54110996624945
1610.11	6.95395973596534
1611.87	6.16458680283446
1613.63	5.24736811255178
1615.39	4.30619792998509
1617.15	3.45166257615258
1618.91	2.77908355742442
1620.66	2.35418009507922
1622.42	2.19847402005155
1624.18	2.28651822097476
1625.93	2.55427840730017
1627.68	2.91462121150779
1629.44	3.28867647043401
1631.19	3.63985159720636
1632.94	4.00200194474096
1634.69	4.4884191464161
1636.44	5.26778759487586
1638.19	6.50997170395076
1639.94	8.30679787408232
1641.69	10.6034963337096
1643.44	13.1674800607005
1645.19	15.6098847523989
1646.93	17.4740517333356
1648.68	18.3564564378296
1650.42	18.0247539800464
1652.17	16.494367532858
1653.91	14.0272015763847
1655.65	11.0603909414273
1657.39	8.08421502360445
1659.14	5.51313187986442
1660.88	3.59735114325556
1662.62	2.38987925271566
1664.36	1.77977344400129
1666.09	1.56572622077585
1667.83	1.53637260083617
1669.57	1.53281121678078
1671.31	1.47314716782039
1673.04	1.34740580099267
1674.78	1.18772780744821
1676.51	1.03699422247689
1678.25	0.929189296361003
1679.98	0.879528370779933
1681.71	0.886003890639844
1683.44	0.9368833519418
1685.17	1.01345139961707
1686.9	1.09515261832178
1688.63	1.16321566314107
1690.36	1.20276636507454
1692.09	1.21443348184436
1693.82	1.21055879150348
1695.54	1.21548847415355
1697.27	1.25926978827303
1699	1.35756281978523
1700.72	1.50912989745233
1702.45	1.68699738381255
1704.17	1.85029692753506
1705.89	1.9622998674218
1707.61	1.99988398654208
1709.33	1.97388791265194
1711.06	1.91731310468449
1712.78	1.86818806446178
1714.49	1.85653281107385
1716.21	1.88458915818658
1717.93	1.92712820145545
1719.65	1.94550811631785
1721.36	1.90656385304672
1723.08	1.79978866913776
1724.8	1.64490832362217
1726.51	1.48537174529717
1728.22	1.3688323243009
1729.94	1.32718092534388
1731.65	1.36308930357198
1733.36	1.44807787608573
1735.07	1.53654884157758
1736.78	1.58617394436024
1738.49	1.57317480245668
1740.2	1.50226711163743
1741.91	1.40171253878792
1743.62	1.30918061304659
1745.32	1.2578047019079
1747.03	1.2616879749727
1748.74	1.31451933095672
1750.44	1.39254453527149
1752.15	1.4669778985534
1753.85	1.51640429091827
1755.55	1.53208292116971
1757.25	1.5213815316373
1758.96	1.50028365045204
1760.66	1.48239719335828
1762.36	1.47296705365613
1764.06	1.46755122721975
1765.76	1.45140884737961
1767.45	1.41041801973658
1769.15	1.33963151593287
1770.85	1.24462797302618
1772.54	1.1431038261602
1774.24	1.05826485860927
1775.93	1.01151972189949
1777.63	1.01346520207364
1779.32	1.05950940124491
1781.01	1.1348119907511
1782.71	1.21579000170562
1784.4	1.27968877273898
1786.09	1.31367268921251
1787.78	1.31403414582811
1789.47	1.28708765429505
1791.16	1.24599506860086
1792.84	1.20460006738701
1794.53	1.17554347020066
1796.22	1.16993000626649
1797.9	1.1950281905229
1799.59	1.25521276691165
1801.27	1.35216607536507
1802.96	1.48155730191852
1804.64	1.63110536936394
1806.32	1.78111080045867
1808.01	1.90574178933545
1809.69	1.97853293847969
1811.37	1.98122461209006
1813.05	1.90950807172815
1814.73	1.77725025503363
1816.41	1.61346119347735
1818.08	1.45244675192441
1819.76	1.32764419485901
1821.44	1.2597424350904
1823.12	1.24936808472816
1824.79	1.28538744996437
1826.47	1.34504205993707
1828.14	1.40252262126198
1829.81	1.44194642210028
1831.49	1.45544657857563
1833.16	1.4448508168214
1834.83	1.4206224219981
1836.5	1.39493312940893
1838.17	1.3799433935749
1839.84	1.38370776934446
1841.51	1.40841244949415
1843.18	1.45238674403853
1844.84	1.50605673929908
1846.51	1.5569575359393
1848.18	1.59333262008088
1849.84	1.60301303299577
1851.51	1.58023638861526
1853.17	1.52761649311958
1854.83	1.45466303129384
1856.5	1.37667695864281
1858.16	1.30953362629807
1859.82	1.26559096626527
1861.48	1.2501589320697
1863.14	1.25935441086066
1864.8	1.28543576676623
1866.46	1.3184268498632
1868.12	1.34700700351216
1869.77	1.36410192341793
1871.43	1.36660401518858
1873.09	1.35293527537034
1874.74	1.32613605576347
1876.4	1.29300474579727
1878.05	1.25897108379962
1879.71	1.23140993648835
1881.36	1.21501573502446
1883.01	1.20783494278793
1884.66	1.20557633251273
1886.31	1.19785712050265
1887.96	1.17391740019502
1889.61	1.12980079144246
1891.26	1.067957629929
1892.91	1.00084188314024
1894.56	0.948667528278372
1896.21	0.930003987155156
1897.85	0.955541266826861
1899.5	1.02605311318087
1901.14	1.12740698929042
1902.79	1.23558043052924
1904.43	1.32773769876604
1906.07	1.38358006251051
1907.72	1.3949692522702
1909.36	1.36741295330667
1911	1.31210157196757
1912.64	1.24650311591542
1914.28	1.1859708939596
1915.92	1.13906755271905
1917.56	1.11232075501554
1919.2	1.10807429068457
1920.83	1.12541849931712
1922.47	1.16537359749023
1924.11	1.22461068635605
1925.74	1.29348303629034
1927.38	1.35741166612632
1929.01	1.39308792392189
1930.64	1.37704624798756
1932.28	1.2953429718272
1933.91	1.14830091568054
1935.54	0.958547516507517
1937.17	0.767841246352559
1938.8	0.624653144062109
1940.43	0.57105296883099
1942.06	0.626633749571106
1943.69	0.780404232645737
1945.31	0.991379460440149
1946.94	1.20094864919802
1948.57	1.35174325986953
1950.19	1.40535671943577
1951.82	1.35378814250569
1953.44	1.22107071063928
1955.07	1.05338891747974
1956.69	0.901739225296782
1958.31	0.805383016230587
1959.93	0.778627225073833
1961.56	0.809453054848463
1963.18	0.865230503843643
1964.8	0.90618433199658
1966.42	0.90147553392917
1968.03	0.838429699592586
1969.65	0.726389555025714
1971.27	0.592851620027557
1972.89	0.473219814088252
1974.5	0.397145132668617
1976.12	0.380107407561878
1977.73	0.418895507102868
1979.35	0.491759947881007
1980.96	0.56903992346443
1982.57	0.621222270490603
1984.18	0.628492155734314
1985.8	0.586448182952103
1987.41	0.50383775863246
1989.02	0.400453696027255
1990.63	0.298412860663373
1992.24	0.215090907913214
1993.85	0.161143103985136
1995.45	0.136230091319604
1997.06	0.131149698873289
1998.67	0.13333187637637
